session,rule,segment_id,retained_interval_id,state,source_start_index,source_end_index,filtered_start_index,filtered_end_index,start_s,end_s,duration_s,n_samples
15,T60,5,5,Awake,36463,41430,36463,41430,1464.63276,1663.999325,199.4065760000001,4967
15,T60,6,6,Drowsy,44417,45611,41430,42624,1783.999936,1831.909689,47.949411000000055,1194
15,T60,8,7,Drowsy,51173,52188,42624,43639,2055.339549,2096.05941,40.76029800000015,1015
15,T60,10,8,Awake,55176,61155,43639,49618,2216.100317,2456.18943,240.1290530000001,5979
15,T60,13,9,Drowsy,64379,69360,49618,54599,2585.709732,2785.709462,200.03973699999983,4981
15,T60,14,10,Drowsy,69360,69362,54599,54601,2785.826571,2785.82676,0.04019599999969614,2
17,T60,1,1,Awake,0,22321,0,22321,2.920237541,899.5407777,896.659723059,22321
17,T60,2,2,Drowsy,25308,26993,22321,24006,1019.560375,1087.20052,67.67993200000001,1685
17,T60,3,3,Awake,29980,48779,24006,42805,1207.210884,1962.209898,755.0391929999998,18799
17,T60,4,4,Drowsy,51767,59054,42805,50092,2082.250288,2374.860415,292.65013839999995,7287
17,T60,5,5,Drowsy,59054,68749,50092,59787,2375.01883,2764.220021,389.24120240000013,9695
17,T60,6,6,Drowsy,68749,68752,59787,59790,2764.344043,2764.34439,0.04035840000017288,3
18,T60,1,1,Awake,0,50,0,50,0.072195292,1.940416098,1.9082248059999536,50
18,T60,2,2,Awake,50,21418,50,21418,2.052605152,860.2701941,858.2575011480001,21368
18,T60,3,3,Drowsy,24406,33903,21418,30915,980.3206692,1361.710366,381.4297008,9497
18,T60,4,4,Drowsy,33903,41780,30915,38792,1361.830328,1678.150158,316.36059,7877
18,T60,5,5,Awake,44767,49502,38792,43527,1798.151041,1988.280208,190.16977099999986,4735
18,T60,6,6,Drowsy,52491,69934,43527,60970,2108.360134,2808.780125,700.4599950000002,17443
18,T60,7,7,Drowsy,69934,69937,60970,60973,2808.928798,2808.929107,0.04031299999996918,3
19,T60,1,1,Awake,0,152,0,152,0.071507692,4.919271946,4.887770304000102,152
19,T60,2,2,Awake,152,18081,152,18081,5.092982769,725.0499096,719.9963276310001,17929
19,T60,4,3,Drowsy,21068,26439,18081,23452,845.0596557,1060.739243,215.71958430000007,5371
19,T60,5,4,Awake,29426,51099,23452,45125,1180.749789,2051.180243,870.4704600499999,21673
19,T60,6,5,Awake,51099,60988,45125,55014,2051.289698,2448.32924,397.07999599999994,9889
19,T60,7,6,Drowsy,63976,73038,55014,64076,2568.369483,2932.249325,363.9198480500004,9062
19,T60,8,7,Drowsy,73038,73041,64076,64079,2932.399841,2932.400141,0.04030605000025389,3
21,T60,1,1,Awake,0,23,0,23,0.120252132,0.810717583,0.7304654509999636,23
21,T60,2,2,Awake,23,5700,23,5700,0.948788881,228.8404741,227.93169951899998,5677
21,T60,4,3,Awake,11316,32700,5700,27084,454.4708579,1313.310359,858.8798730999999,21384
21,T60,5,4,Drowsy,35688,54733,27084,46129,1433.350365,2198.170106,764.8599160000001,19045
21,T60,6,5,Awake,57721,64717,46129,53125,2318.210684,2599.130131,280.95931900000005,6996
21,T60,7,6,Drowsy,67705,69657,53125,55077,2719.160521,2797.500918,78.38039700000036,1952
21,T60,8,7,Drowsy,69657,69660,55077,55080,2797.637095,2797.637393,0.040297999999893364,3
22,T60,1,1,Awake,0,45,0,45,0.074147463,1.750241756,1.7160932929999662,45
22,T60,2,2,Awake,45,34292,45,34292,1.822562456,1377.499567,1375.716891544,34247
22,T60,3,3,Drowsy,37279,43540,34292,40553,1497.530185,1748.969893,251.47994999999992,6261
22,T60,4,4,Awake,46527,51070,40553,45096,1868.989643,2051.429466,182.4806040000003,4543
22,T60,6,5,Drowsy,54058,62192,45096,53230,2171.470227,2498.130316,326.6995790000001,8134
22,T60,7,6,Awake,65179,69235,53230,57286,2618.149612,2781.029474,162.9207779999997,4056
22,T60,8,7,Drowsy,72222,74707,57286,59771,2901.049888,3000.819561,99.80967199999975,2485
22,T60,9,8,Drowsy,74707,74710,59771,59774,3000.962761,3000.963109,0.040346999999997024,3
23,T60,1,1,Awake,0,51,0,51,0.073789358,1.979643106,1.9458577479999535,51
23,T60,2,2,Awake,51,33532,51,33532,2.101407051,1346.739614,1344.678210949,33481
23,T60,3,3,Awake,33532,59773,33532,59773,1346.813393,2400.540136,1053.7663310000003,26241
23,T60,4,4,Drowsy,62762,68389,59773,65400,2520.610262,2746.549807,225.9795909999998,5627
23,T60,5,5,Awake,71377,94824,65400,88847,2866.590523,3808.070504,941.5193520000003,23447
23,T60,6,6,Drowsy,97813,109449,88847,100483,3928.129565,4395.29048,467.20091899999943,11636
23,T60,7,7,Drowsy,109449,109452,100483,100486,4395.432473,4395.432852,0.04038300000001982,3
25,T60,1,1,Awake,0,83,0,83,0.088599682,2.000411749,1.9518185670000041,83
25,T60,2,2,Awake,83,25996,83,25996,2.151393652,1043.04008,1040.928692848,25913
25,T60,3,3,Awake,25996,26260,25996,26260,1043.136218,1053.640364,10.544152499999996,264
25,T60,4,4,Awake,26260,30944,26260,30944,1053.761065,1241.810239,188.0891805,4684
25,T60,5,5,Awake,30944,38340,30944,38340,1241.962976,1538.900365,296.977087,7396
25,T60,6,6,Drowsy,41327,54060,38340,51073,1658.920473,2170.279789,511.399396,12733
25,T60,7,7,Awake,57047,61132,51073,55158,2290.299951,2454.319818,164.06005099999993,4085
25,T60,8,8,Drowsy,64119,70608,55158,61647,2574.330087,2834.920218,260.6301375000004,6489
25,T60,9,9,Drowsy,70608,70613,61647,61652,2835.111874,2835.112487,0.04061949999970693,5
