session,state,metric,median_delta_pps,median_surrogate_iqr,median_surrogate_sd,rejection_fraction,fraction_delta_positive,fraction_delta_negative,fraction_delta_zero,n_valid_windows
25,Awake,LAM,-0.1359120794740126,0.037217449728847746,0.0276318224199497,1.0,0.0,1.0,0.0,27
25,Awake,Lmean,1.0685016069843862,0.10481874437023331,0.0889646144217444,1.0,1.0,0.0,0.0,27
25,Awake,NRMSE,-0.11954463958448902,0.036651437178903956,0.0321656442542769,0.8148148148148148,0.0,1.0,0.0,27
25,Awake,TT,-0.04561488371279987,0.016870372008092716,0.0137047480830387,0.8888888888888888,0.0,1.0,0.0,27
25,Drowsy,CC,0.21814284874758377,0.062408232894350046,0.0479863369432968,0.8666666666666667,1.0,0.0,0.0,15
25,Drowsy,DET,0.22728799731247307,0.02680328262225845,0.0213847557325208,1.0,1.0,0.0,0.0,15
25,Drowsy,LAM,-0.1388395642366943,0.03426596918942265,0.0268670856612768,1.0,0.0,1.0,0.0,15
25,Drowsy,Lmean,1.1338132659861242,0.1086166015795782,0.0706500572301985,1.0,1.0,0.0,0.0,15
25,Drowsy,NRMSE,-0.22977545836338642,0.032466492938317826,0.0242927769898678,0.9333333333333333,0.0,1.0,0.0,15
25,Drowsy,TT,-0.11668248252726832,0.03223691799074846,0.0253057027568308,1.0,0.0,1.0,0.0,15
