session,window_id,window_size_s,label,representation,fs,tau_samples,max_m,selected_m,min_fnn_percent,valid_count_at_selected_m,m_found
sample_5.csv,41,60,Drowsy,Processed,25.002500250041432,4,10,,2.111716621253406,,False
sample_5.csv,42,60,Drowsy,Processed,25.002500250041432,4,10,,1.4986376021798364,,False
sample_5.csv,43,60,Drowsy,Processed,25.002500250041432,4,10,,1.0162601626016259,,False
sample_5.csv,44,60,Drowsy,Processed,25.002500250041432,4,10,6.0,0.8807588075880758,1476.0,True
sample_5.csv,45,60,Drowsy,Processed,25.002500250041432,4,10,5.0,0.5434782608695652,1480.0,True
sample_5.csv,47,60,Drowsy,Processed,25.002500250041432,4,10,,1.2978142076502732,,False
sample_5.csv,48,60,Drowsy,Processed,25.002500250041432,4,10,,1.891891891891892,,False
sample_5.csv,52,60,Drowsy,Processed,25.002500250041432,4,10,,1.3623978201634876,,False
sample_5.csv,53,60,Drowsy,Processed,25.002500250041432,4,10,,1.3623978201634876,,False
sample_5.csv,54,60,Drowsy,Processed,25.002500250041432,4,10,,1.2872628726287263,,False
sample_6.csv,1,60,Awake,Raw,24.9931268901808,5,10,,2.1160409556313993,,False
sample_6.csv,2,60,Awake,Raw,24.9931268901808,5,10,,2.26027397260274,,False
sample_6.csv,3,60,Awake,Raw,24.9931268901808,5,10,,3.230240549828179,,False
sample_6.csv,4,60,Awake,Raw,24.9931268901808,5,10,,2.611683848797251,,False
sample_6.csv,5,60,Awake,Raw,24.9931268901808,5,10,,4.081632653061225,,False
sample_6.csv,6,60,Awake,Raw,24.9931268901808,5,10,,3.0136986301369864,,False
sample_6.csv,7,60,Awake,Raw,24.9931268901808,5,10,,3.0034129692832763,,False
sample_6.csv,8,60,Awake,Raw,24.9931268901808,5,10,,3.48122866894198,,False
sample_6.csv,9,60,Awake,Raw,24.9931268901808,5,10,,2.4489795918367347,,False
sample_6.csv,10,60,Awake,Raw,24.9931268901808,5,10,,2.413793103448276,,False
sample_6.csv,11,60,Awake,Raw,24.9931268901808,5,10,,2.336769759450172,,False
sample_6.csv,12,60,Awake,Raw,24.9931268901808,5,10,,2.4827586206896552,,False
sample_6.csv,13,60,Awake,Raw,24.9931268901808,5,10,8.0,0.684931506849315,1460.0,True
sample_6.csv,23,60,Awake,Raw,24.9931268901808,5,10,,4.344827586206897,,False
sample_6.csv,24,60,Awake,Raw,24.9931268901808,5,10,,2.1232876712328768,,False
sample_6.csv,25,60,Awake,Raw,24.9931268901808,5,10,,2.405498281786942,,False
sample_6.csv,26,60,Awake,Raw,24.9931268901808,5,10,,2.413793103448276,,False
sample_6.csv,27,60,Awake,Raw,24.9931268901808,5,10,,4.315068493150685,,False
sample_6.csv,28,60,Awake,Raw,24.9931268901808,5,10,,2.542955326460481,,False
sample_6.csv,29,60,Awake,Raw,24.9931268901808,5,10,,2.413793103448276,,False
sample_6.csv,30,60,Awake,Raw,24.9931268901808,5,10,,2.689655172413793,,False
sample_6.csv,31,60,Awake,Raw,24.9931268901808,5,10,,2.191780821917808,,False
sample_6.csv,32,60,Awake,Raw,24.9931268901808,5,10,,2.671232876712329,,False
sample_6.csv,34,60,Awake,Raw,24.9931268901808,5,10,,1.095890410958904,,False
sample_6.csv,35,60,Awake,Raw,24.9931268901808,5,10,,3.219178082191781,,False
sample_6.csv,36,60,Awake,Raw,24.9931268901808,5,10,9.0,0.6206896551724138,1455.0,True
sample_6.csv,37,60,Awake,Raw,24.9931268901808,5,10,,1.9178082191780823,,False
sample_6.csv,38,60,Awake,Raw,24.9931268901808,5,10,,2.6621160409556315,,False
sample_6.csv,39,60,Awake,Raw,24.9931268901808,5,10,,2.2525597269624575,,False
sample_6.csv,40,60,Awake,Raw,24.9931268901808,5,10,7.0,0.684931506849315,1465.0,True
sample_6.csv,41,60,Awake,Raw,24.9931268901808,5,10,,2.0408163265306123,,False
sample_6.csv,14,60,Drowsy,Raw,24.9931268901808,5,10,,2.7210884353741496,,False
sample_6.csv,15,60,Drowsy,Raw,24.9931268901808,5,10,5.0,0.3412969283276451,1475.0,True
sample_6.csv,16,60,Drowsy,Raw,24.9931268901808,5,10,,3.711340206185567,,False
sample_6.csv,17,60,Drowsy,Raw,24.9931268901808,5,10,,1.9795221843003412,,False
sample_6.csv,18,60,Drowsy,Raw,24.9931268901808,5,10,,3.8907849829351533,,False
sample_6.csv,19,60,Drowsy,Raw,24.9931268901808,5,10,,1.3013698630136987,,False
sample_6.csv,21,60,Drowsy,Raw,24.9931268901808,5,10,,2.2525597269624575,,False
sample_6.csv,22,60,Drowsy,Raw,24.9931268901808,5,10,,3.5738831615120272,,False
sample_6.csv,42,60,Drowsy,Raw,24.9931268901808,5,10,,3.711340206185567,,False
sample_6.csv,43,60,Drowsy,Raw,24.9931268901808,5,10,,3.1724137931034484,,False
sample_6.csv,44,60,Drowsy,Raw,24.9931268901808,5,10,,2.7586206896551726,,False
sample_6.csv,45,60,Drowsy,Raw,24.9931268901808,5,10,,1.7869415807560136,,False
sample_6.csv,46,60,Drowsy,Raw,24.9931268901808,5,10,,1.6382252559726962,,False
sample_6.csv,47,60,Drowsy,Raw,24.9931268901808,5,10,,2.2525597269624575,,False
