session,session_id,state,window_id,window_30_id,parent_window_60_id,subwindow,duration_s,window_size_s,representation,fs,n_samples,m,tau_seconds,tau_samples,theiler_seconds,theiler_samples,n_horizons,horizon_min_s,horizon_max_s,Mean_CC,Mean_NRMSE,mean_valid_fraction,minimum_valid_fraction,valid,status,failure_reason
sample_12,12,Drowsy,105,sample_12_drowsy_w0054_60s_h1,sample_12_drowsy_w0054_60s,h1,30,30,Processed,24.9893795136852,750,8,0.16,4,1.0,25,18,0.04,4.0,0.828413678723321,0.5066612182145538,1.0,1.0,True,ok,
sample_12,12,Drowsy,106,sample_12_drowsy_w0054_60s_h2,sample_12_drowsy_w0054_60s,h2,30,30,Processed,24.9893795136852,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6031534098238285,0.7159100161254666,1.0,1.0,True,ok,
sample_12,12,Drowsy,107,sample_12_drowsy_w0055_60s_h1,sample_12_drowsy_w0055_60s,h1,30,30,Processed,24.9893795136852,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6847332272109266,0.6313385790348414,1.0,1.0,True,ok,
sample_12,12,Drowsy,108,sample_12_drowsy_w0055_60s_h2,sample_12_drowsy_w0055_60s,h2,30,30,Processed,24.9893795136852,749,8,0.16,4,1.0,25,18,0.04,4.0,0.7873798374949867,0.5650464517249878,1.0,1.0,True,ok,
sample_12,12,Drowsy,109,sample_12_drowsy_w0056_60s_h1,sample_12_drowsy_w0056_60s,h1,30,30,Processed,24.9893795136852,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7985792884685611,0.5429138599860956,1.0,1.0,True,ok,
sample_12,12,Drowsy,110,sample_12_drowsy_w0056_60s_h2,sample_12_drowsy_w0056_60s,h2,30,30,Processed,24.9893795136852,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6911111526400577,0.657202155997739,1.0,1.0,True,ok,
sample_13,13,Awake,1,sample_13_awake_w0001_60s_h1,sample_13_awake_w0001_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5478512185363932,0.7698418791788794,1.0,1.0,True,ok,
sample_13,13,Awake,2,sample_13_awake_w0001_60s_h2,sample_13_awake_w0001_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6122025055535772,0.7041380270809233,1.0,1.0,True,ok,
sample_13,13,Awake,3,sample_13_awake_w0002_60s_h1,sample_13_awake_w0002_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7302532045137021,0.6636072040778394,1.0,1.0,True,ok,
sample_13,13,Awake,4,sample_13_awake_w0002_60s_h2,sample_13_awake_w0002_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6572565086236968,0.696646110787094,1.0,1.0,True,ok,
sample_13,13,Awake,5,sample_13_awake_w0003_60s_h1,sample_13_awake_w0003_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6380601347246867,0.6873732145163143,1.0,1.0,True,ok,
sample_13,13,Awake,6,sample_13_awake_w0003_60s_h2,sample_13_awake_w0003_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.7428610464293541,0.6005423396454099,1.0,1.0,True,ok,
sample_13,13,Awake,7,sample_13_awake_w0004_60s_h1,sample_13_awake_w0004_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7633119784971769,0.5857954755270642,1.0,1.0,True,ok,
sample_13,13,Awake,8,sample_13_awake_w0004_60s_h2,sample_13_awake_w0004_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5633355110284495,0.7374548156128206,1.0,1.0,True,ok,
sample_13,13,Awake,9,sample_13_awake_w0005_60s_h1,sample_13_awake_w0005_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.3497392030899879,0.89262827357011,1.0,1.0,True,ok,
sample_13,13,Awake,10,sample_13_awake_w0005_60s_h2,sample_13_awake_w0005_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6131498729722151,0.7547787626225223,1.0,1.0,True,ok,
sample_13,13,Awake,11,sample_13_awake_w0006_60s_h1,sample_13_awake_w0006_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5274722949766265,0.7776063695495464,1.0,1.0,True,ok,
sample_13,13,Awake,12,sample_13_awake_w0006_60s_h2,sample_13_awake_w0006_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.789558278883435,0.5694847836388885,1.0,1.0,True,ok,
sample_13,13,Awake,13,sample_13_awake_w0021_60s_h1,sample_13_awake_w0021_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6278924662230992,0.6821673521408175,1.0,1.0,True,ok,
sample_13,13,Awake,14,sample_13_awake_w0021_60s_h2,sample_13_awake_w0021_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6028427639178386,0.6732893971045701,1.0,1.0,True,ok,
sample_13,13,Awake,15,sample_13_awake_w0022_60s_h1,sample_13_awake_w0022_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6535091947222339,0.6851821883606487,1.0,1.0,True,ok,
sample_13,13,Awake,16,sample_13_awake_w0022_60s_h2,sample_13_awake_w0022_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6509525104498688,0.7104425441073381,1.0,1.0,True,ok,
sample_13,13,Awake,17,sample_13_awake_w0023_60s_h1,sample_13_awake_w0023_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.645116274407551,0.6938637986314653,1.0,1.0,True,ok,
sample_13,13,Awake,18,sample_13_awake_w0023_60s_h2,sample_13_awake_w0023_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6408761462995067,0.7346650197239462,1.0,1.0,True,ok,
sample_13,13,Awake,19,sample_13_awake_w0024_60s_h1,sample_13_awake_w0024_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6363325741528862,0.7018059134083473,1.0,1.0,True,ok,
sample_13,13,Awake,20,sample_13_awake_w0024_60s_h2,sample_13_awake_w0024_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6297959994117527,0.6906175944293176,1.0,1.0,True,ok,
sample_13,13,Awake,21,sample_13_awake_w0025_60s_h1,sample_13_awake_w0025_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5912714205352967,0.7277902658767236,1.0,1.0,True,ok,
sample_13,13,Awake,22,sample_13_awake_w0025_60s_h2,sample_13_awake_w0025_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6142835840873777,0.7266149354527266,1.0,1.0,True,ok,
sample_13,13,Awake,23,sample_13_awake_w0026_60s_h1,sample_13_awake_w0026_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.4235673727138807,0.8327482279643039,1.0,1.0,True,ok,
sample_13,13,Awake,24,sample_13_awake_w0026_60s_h2,sample_13_awake_w0026_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6597200151521042,0.6795029472032482,1.0,1.0,True,ok,
sample_13,13,Awake,25,sample_13_awake_w0027_60s_h1,sample_13_awake_w0027_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5404202768771529,0.744192986693162,1.0,1.0,True,ok,
sample_13,13,Awake,26,sample_13_awake_w0027_60s_h2,sample_13_awake_w0027_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.761525805341914,0.5653046355948813,1.0,1.0,True,ok,
sample_13,13,Awake,27,sample_13_awake_w0028_60s_h1,sample_13_awake_w0028_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6133379101926848,0.699430968198154,1.0,1.0,True,ok,
sample_13,13,Awake,28,sample_13_awake_w0028_60s_h2,sample_13_awake_w0028_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5506247008458707,0.7872011689270567,1.0,1.0,True,ok,
sample_13,13,Awake,29,sample_13_awake_w0029_60s_h1,sample_13_awake_w0029_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6380592221078055,0.7055059782046719,1.0,1.0,True,ok,
sample_13,13,Awake,30,sample_13_awake_w0029_60s_h2,sample_13_awake_w0029_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5479872296732411,0.7668647694027515,1.0,1.0,True,ok,
sample_13,13,Awake,31,sample_13_awake_w0030_60s_h1,sample_13_awake_w0030_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7654456654223656,0.5860956822582734,1.0,1.0,True,ok,
sample_13,13,Awake,32,sample_13_awake_w0030_60s_h2,sample_13_awake_w0030_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.816280223551605,0.541288761714259,1.0,1.0,True,ok,
sample_13,13,Awake,33,sample_13_awake_w0031_60s_h1,sample_13_awake_w0031_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7136204751383858,0.6712288282236023,1.0,1.0,True,ok,
sample_13,13,Awake,34,sample_13_awake_w0031_60s_h2,sample_13_awake_w0031_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6476412657823927,0.7014580273886409,1.0,1.0,True,ok,
sample_13,13,Awake,35,sample_13_awake_w0032_60s_h1,sample_13_awake_w0032_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6566435538865486,0.6675786435702737,1.0,1.0,True,ok,
sample_13,13,Awake,36,sample_13_awake_w0032_60s_h2,sample_13_awake_w0032_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.7453628098372648,0.5963421111751013,1.0,1.0,True,ok,
sample_13,13,Awake,37,sample_13_awake_w0033_60s_h1,sample_13_awake_w0033_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5164615443521513,0.8543899560737932,1.0,1.0,True,ok,
sample_13,13,Awake,38,sample_13_awake_w0033_60s_h2,sample_13_awake_w0033_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.7358162312700949,0.6036170459544317,1.0,1.0,True,ok,
sample_13,13,Awake,39,sample_13_awake_w0034_60s_h1,sample_13_awake_w0034_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7906614348332566,0.5705118296233656,1.0,1.0,True,ok,
sample_13,13,Awake,40,sample_13_awake_w0034_60s_h2,sample_13_awake_w0034_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.7366380425087035,0.596348043895689,1.0,1.0,True,ok,
sample_13,13,Awake,41,sample_13_awake_w0035_60s_h1,sample_13_awake_w0035_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5305736983510044,0.8096828545142112,1.0,1.0,True,ok,
sample_13,13,Awake,42,sample_13_awake_w0035_60s_h2,sample_13_awake_w0035_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6813649090781109,0.6740936353077173,1.0,1.0,True,ok,
sample_13,13,Awake,43,sample_13_awake_w0036_60s_h1,sample_13_awake_w0036_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7123251198792644,0.6728037668443763,1.0,1.0,True,ok,
sample_13,13,Awake,44,sample_13_awake_w0036_60s_h2,sample_13_awake_w0036_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6730280614458244,0.7109438228767408,1.0,1.0,True,ok,
sample_13,13,Awake,45,sample_13_awake_w0037_60s_h1,sample_13_awake_w0037_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.45260787437620525,0.7874563258678995,1.0,1.0,True,ok,
sample_13,13,Awake,46,sample_13_awake_w0037_60s_h2,sample_13_awake_w0037_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5541457333493569,0.8037748473099517,1.0,1.0,True,ok,
sample_13,13,Awake,47,sample_13_awake_w0038_60s_h1,sample_13_awake_w0038_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7898058923351308,0.5691682459665793,1.0,1.0,True,ok,
sample_13,13,Awake,48,sample_13_awake_w0038_60s_h2,sample_13_awake_w0038_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6394677682181776,0.6572576429938546,1.0,1.0,True,ok,
sample_13,13,Awake,49,sample_13_awake_w0039_60s_h1,sample_13_awake_w0039_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7138655863093917,0.6789150244745046,1.0,1.0,True,ok,
sample_13,13,Awake,50,sample_13_awake_w0039_60s_h2,sample_13_awake_w0039_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6059959917773378,0.7782255133072511,1.0,1.0,True,ok,
sample_13,13,Drowsy,51,sample_13_drowsy_w0007_60s_h1,sample_13_drowsy_w0007_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5233460104996338,0.8140651484573678,1.0,1.0,True,ok,
sample_13,13,Drowsy,52,sample_13_drowsy_w0007_60s_h2,sample_13_drowsy_w0007_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5313698842002023,0.7681169117410399,1.0,1.0,True,ok,
sample_13,13,Drowsy,53,sample_13_drowsy_w0008_60s_h1,sample_13_drowsy_w0008_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6862261808546387,0.6619538257043887,1.0,1.0,True,ok,
sample_13,13,Drowsy,54,sample_13_drowsy_w0008_60s_h2,sample_13_drowsy_w0008_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6944592925756022,0.6505846360969307,1.0,1.0,True,ok,
sample_13,13,Drowsy,55,sample_13_drowsy_w0009_60s_h1,sample_13_drowsy_w0009_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.639943156890281,0.6885228356091737,1.0,1.0,True,ok,
sample_13,13,Drowsy,56,sample_13_drowsy_w0009_60s_h2,sample_13_drowsy_w0009_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.8284689958007116,0.5188101774399856,1.0,1.0,True,ok,
sample_13,13,Drowsy,57,sample_13_drowsy_w0010_60s_h1,sample_13_drowsy_w0010_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.9046711640360806,0.388262912211118,1.0,1.0,True,ok,
sample_13,13,Drowsy,58,sample_13_drowsy_w0010_60s_h2,sample_13_drowsy_w0010_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5510348874823365,0.7637200871032852,1.0,1.0,True,ok,
sample_13,13,Drowsy,59,sample_13_drowsy_w0011_60s_h1,sample_13_drowsy_w0011_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5348210751277744,0.81126358905493,1.0,1.0,True,ok,
sample_13,13,Drowsy,60,sample_13_drowsy_w0011_60s_h2,sample_13_drowsy_w0011_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.821972702280047,0.5139615817604527,1.0,1.0,True,ok,
sample_13,13,Drowsy,61,sample_13_drowsy_w0012_60s_h1,sample_13_drowsy_w0012_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5152449305859621,0.7798856614413705,1.0,1.0,True,ok,
sample_13,13,Drowsy,62,sample_13_drowsy_w0012_60s_h2,sample_13_drowsy_w0012_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.782044380597579,0.5863802253052111,1.0,1.0,True,ok,
sample_13,13,Drowsy,63,sample_13_drowsy_w0013_60s_h1,sample_13_drowsy_w0013_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6313640907902118,0.715860314859436,1.0,1.0,True,ok,
sample_13,13,Drowsy,64,sample_13_drowsy_w0013_60s_h2,sample_13_drowsy_w0013_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5635902557113964,0.767341367135134,1.0,1.0,True,ok,
sample_13,13,Drowsy,65,sample_13_drowsy_w0014_60s_h1,sample_13_drowsy_w0014_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5787904553314992,0.7569200700518709,1.0,1.0,True,ok,
sample_13,13,Drowsy,66,sample_13_drowsy_w0014_60s_h2,sample_13_drowsy_w0014_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5617034472418804,0.7106278214540747,1.0,1.0,True,ok,
sample_13,13,Drowsy,67,sample_13_drowsy_w0015_60s_h1,sample_13_drowsy_w0015_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6768187512859338,0.655836525032932,1.0,1.0,True,ok,
sample_13,13,Drowsy,68,sample_13_drowsy_w0015_60s_h2,sample_13_drowsy_w0015_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5469504002155913,0.7766569972730201,1.0,1.0,True,ok,
sample_13,13,Drowsy,69,sample_13_drowsy_w0016_60s_h1,sample_13_drowsy_w0016_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.44402188462911957,0.8522108332714085,1.0,1.0,True,ok,
sample_13,13,Drowsy,70,sample_13_drowsy_w0016_60s_h2,sample_13_drowsy_w0016_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.49000777222983494,0.80666465648315,1.0,1.0,True,ok,
sample_13,13,Drowsy,71,sample_13_drowsy_w0017_60s_h1,sample_13_drowsy_w0017_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7873271240514146,0.5552180782782012,1.0,1.0,True,ok,
sample_13,13,Drowsy,72,sample_13_drowsy_w0017_60s_h2,sample_13_drowsy_w0017_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.7160551751911594,0.6710935376275103,1.0,1.0,True,ok,
sample_13,13,Drowsy,73,sample_13_drowsy_w0018_60s_h1,sample_13_drowsy_w0018_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.458423330080053,0.8339438053907227,1.0,1.0,True,ok,
sample_13,13,Drowsy,74,sample_13_drowsy_w0018_60s_h2,sample_13_drowsy_w0018_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.7188824469072979,0.6468562340270357,1.0,1.0,True,ok,
sample_13,13,Drowsy,75,sample_13_drowsy_w0019_60s_h1,sample_13_drowsy_w0019_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5406680059733922,0.7558307734850658,1.0,1.0,True,ok,
sample_13,13,Drowsy,76,sample_13_drowsy_w0019_60s_h2,sample_13_drowsy_w0019_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6141621012339632,0.7367019327260509,1.0,1.0,True,ok,
sample_13,13,Drowsy,77,sample_13_drowsy_w0020_60s_h1,sample_13_drowsy_w0020_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7695217677294368,0.5397589745419009,1.0,1.0,True,ok,
sample_13,13,Drowsy,78,sample_13_drowsy_w0020_60s_h2,sample_13_drowsy_w0020_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.7386997789231209,0.589527262964947,1.0,1.0,True,ok,
sample_13,13,Drowsy,79,sample_13_drowsy_w0040_60s_h1,sample_13_drowsy_w0040_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7845415496098525,0.5646471919769068,1.0,1.0,True,ok,
sample_13,13,Drowsy,80,sample_13_drowsy_w0040_60s_h2,sample_13_drowsy_w0040_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.8128644576261714,0.5325924790059839,1.0,1.0,True,ok,
sample_13,13,Drowsy,81,sample_13_drowsy_w0041_60s_h1,sample_13_drowsy_w0041_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6060107378534004,0.7022395887527427,1.0,1.0,True,ok,
sample_13,13,Drowsy,82,sample_13_drowsy_w0041_60s_h2,sample_13_drowsy_w0041_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.8434085511017467,0.48703707800006235,1.0,1.0,True,ok,
sample_13,13,Drowsy,83,sample_13_drowsy_w0042_60s_h1,sample_13_drowsy_w0042_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6379774181304798,0.6904681685267525,1.0,1.0,True,ok,
sample_13,13,Drowsy,84,sample_13_drowsy_w0042_60s_h2,sample_13_drowsy_w0042_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5618673166737351,0.7498201213133258,1.0,1.0,True,ok,
sample_13,13,Drowsy,85,sample_13_drowsy_w0043_60s_h1,sample_13_drowsy_w0043_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5077014153141133,0.7387053964094117,1.0,1.0,True,ok,
sample_13,13,Drowsy,86,sample_13_drowsy_w0043_60s_h2,sample_13_drowsy_w0043_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.7544095522652514,0.5818633016398087,1.0,1.0,True,ok,
sample_13,13,Drowsy,87,sample_13_drowsy_w0044_60s_h1,sample_13_drowsy_w0044_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.6153782821231244,0.7042131533272012,1.0,1.0,True,ok,
sample_13,13,Drowsy,88,sample_13_drowsy_w0044_60s_h2,sample_13_drowsy_w0044_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.3310306040206171,0.8845621642205216,1.0,1.0,True,ok,
sample_13,13,Drowsy,89,sample_13_drowsy_w0045_60s_h1,sample_13_drowsy_w0045_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5934208192677299,0.7221610932835313,1.0,1.0,True,ok,
sample_13,13,Drowsy,90,sample_13_drowsy_w0045_60s_h2,sample_13_drowsy_w0045_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.5614391124041775,0.7462912508049322,1.0,1.0,True,ok,
sample_13,13,Drowsy,91,sample_13_drowsy_w0046_60s_h1,sample_13_drowsy_w0046_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.5430234785356883,0.8078363130437262,1.0,1.0,True,ok,
sample_13,13,Drowsy,92,sample_13_drowsy_w0046_60s_h2,sample_13_drowsy_w0046_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6441125757568804,0.7078940127369762,1.0,1.0,True,ok,
sample_13,13,Drowsy,93,sample_13_drowsy_w0047_60s_h1,sample_13_drowsy_w0047_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.7803377497882145,0.5792442833326752,1.0,1.0,True,ok,
sample_13,13,Drowsy,94,sample_13_drowsy_w0047_60s_h2,sample_13_drowsy_w0047_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.7923312384695176,0.5294504469003385,1.0,1.0,True,ok,
sample_13,13,Drowsy,95,sample_13_drowsy_w0048_60s_h1,sample_13_drowsy_w0048_60s,h1,30,30,Processed,25.000378130691093,751,8,0.16,4,1.0,25,18,0.04,4.0,0.8273787465293299,0.5302108788810671,1.0,1.0,True,ok,
sample_13,13,Drowsy,96,sample_13_drowsy_w0048_60s_h2,sample_13_drowsy_w0048_60s,h2,30,30,Processed,25.000378130691093,749,8,0.16,4,1.0,25,18,0.04,4.0,0.6064797878829371,0.728268522070336,1.0,1.0,True,ok,
sample_14,14,Awake,1,sample_14_awake_w0001_60s_h1,sample_14_awake_w0001_60s,h1,30,30,Processed,24.993626625203223,750,8,0.16,4,1.0,25,18,0.04,4.0,0.822182625111256,0.5063656706615445,1.0,1.0,True,ok,
sample_14,14,Awake,2,sample_14_awake_w0001_60s_h2,sample_14_awake_w0001_60s,h2,30,30,Processed,24.993626625203223,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8670925500101494,0.44604963983730817,1.0,1.0,True,ok,
sample_14,14,Awake,3,sample_14_awake_w0002_60s_h1,sample_14_awake_w0002_60s,h1,30,30,Processed,24.993626625203223,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7101899444653107,0.627243323103928,1.0,1.0,True,ok,
sample_14,14,Awake,4,sample_14_awake_w0002_60s_h2,sample_14_awake_w0002_60s,h2,30,30,Processed,24.993626625203223,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8197610360565206,0.5207184404396238,1.0,1.0,True,ok,
sample_14,14,Awake,5,sample_14_awake_w0003_60s_h1,sample_14_awake_w0003_60s,h1,30,30,Processed,24.993626625203223,750,8,0.16,4,1.0,25,18,0.04,4.0,0.8507423532342496,0.4854694839335245,1.0,1.0,True,ok,
sample_14,14,Awake,6,sample_14_awake_w0003_60s_h2,sample_14_awake_w0003_60s,h2,30,30,Processed,24.993626625203223,750,8,0.16,4,1.0,25,18,0.04,4.0,0.7660522140795316,0.5580230042380356,1.0,1.0,True,ok,
sample_14,14,Awake,7,sample_14_awake_w0004_60s_h1,sample_14_awake_w0004_60s,h1,30,30,Processed,24.993626625203223,750,8,0.16,4,1.0,25,18,0.04,4.0,0.6519772233245489,0.687193333402949,1.0,1.0,True,ok,
sample_14,14,Awake,8,sample_14_awake_w0004_60s_h2,sample_14_awake_w0004_60s,h2,30,30,Processed,24.993626625203223,750,8,0.16,4,1.0,25,18,0.04,4.0,0.5109530936044759,0.7658928386224884,1.0,1.0,True,ok,
