session,rule,segment_id,retained_interval_id,state,source_start_index,source_end_index,filtered_start_index,filtered_end_index,start_s,end_s,duration_s,n_samples
13,S3,2,1,Awake,68,11545,0,11477,2.7839818,463.5902622,460.8467228,11477
13,S3,3,2,Drowsy,11545,32550,11477,32482,463.6307046,1307.15063,843.5602434,21005
13,S3,4,3,Awake,32550,61277,32482,61209,1307.190948,2460.850175,1153.699201,28727
13,S3,5,4,Drowsy,61277,76469,61209,76401,2460.890149,3070.94015,610.0900003950001,15192
14,S3,2,1,Awake,143,15073,0,14930,5.825064182,605.3902199,599.604736818,14930
14,S3,3,2,Drowsy,15073,20031,14930,19888,605.429801,804.5300109,199.14002010000002,4958
14,S3,4,3,Awake,20031,36474,19888,36331,804.5698211,1464.930226,660.4005139,16443
14,S3,5,4,Drowsy,36474,45950,36331,45807,1464.970335,1845.489937,380.55908999999997,9476
14,S3,6,5,Awake,45950,68244,45807,68101,1845.529425,2740.809639,895.3202242000001,22294
14,S3,10,6,Drowsy,72639,85945,68101,81407,2917.429798,3451.730322,534.3405341999998,13306
15,S3,3,1,Awake,325,36395,0,36070,13.1353631,1461.779537,1448.6841808999998,36070
15,S3,5,2,Awake,36463,42923,36070,42530,1464.63276,1723.959464,259.36674800000014,6460
15,S3,10,3,Awake,53682,62648,42530,51496,2156.099552,2516.149957,360.0905849999999,8966
15,S3,13,4,Drowsy,62885,69360,51496,57971,2525.709478,2785.709462,260.0399909999994,6475
17,S3,1,1,Awake,0,23814,0,23814,2.920237541,959.5107665,956.630270459,23814
17,S3,2,2,Drowsy,23814,28486,23814,28486,959.550508,1147.169913,187.65979700000003,4672
17,S3,3,3,Awake,28486,50273,28486,50273,1147.210305,2022.210435,875.0396939999998,21787
17,S3,4,4,Drowsy,50273,59054,50273,59054,2022.249999,2374.860415,352.65042740000024,8781
17,S3,5,5,Drowsy,59054,68749,59054,68749,2375.01883,2764.220021,389.24120240000013,9695
18,S3,2,1,Awake,50,22911,0,22861,2.052605152,920.2401869,918.228435048,22861
18,S3,3,2,Drowsy,22911,33903,22861,33853,920.2810402,1361.710366,441.46932979999997,10992
18,S3,4,3,Drowsy,33903,43273,33853,43223,1361.830328,1738.11041,376.3198359999999,9370
18,S3,5,4,Awake,43273,50996,43223,50946,1738.150164,2048.280976,310.170335,7723
18,S3,6,5,Drowsy,50996,69934,50946,69884,2048.320499,2808.780125,760.4996300000003,18938
19,S3,2,1,Awake,152,19574,0,19422,5.092982769,785.0102487,779.957231531,19422
19,S3,4,2,Drowsy,19761,27932,19422,27593,792.6471956,1120.709264,328.1020804,8171
19,S3,5,3,Awake,27932,51099,27593,50760,1120.749276,2051.180243,930.4709730499999,23167
19,S3,6,4,Awake,51099,62481,50760,62142,2051.289698,2508.289796,457.04049499999974,11382
19,S3,7,5,Drowsy,62481,73038,62142,72699,2508.330193,2932.249325,423.95913805000055,10557
21,S3,2,1,Awake,23,7193,0,7170,0.948788881,288.8200283,287.911582719,7170
21,S3,4,2,Awake,9822,34193,7170,31541,394.4607253,1373.270528,978.8499247,24371
21,S3,5,3,Drowsy,34193,56226,31541,53574,1373.31065,2258.130768,884.8600839999999,22033
21,S3,6,4,Awake,56226,66211,53574,63559,2258.170734,2659.120831,400.98957900000005,9985
22,S3,2,1,Awake,45,35785,0,35740,1.822562456,1437.469691,1435.687231544,35740
22,S3,3,2,Drowsy,35785,45033,35740,44988,1437.509794,1808.940257,371.46985099999984,9248
22,S3,4,3,Awake,45033,52564,44988,52519,1808.979645,2111.430307,302.4902110000003,7531
22,S3,6,4,Drowsy,53065,63685,52519,63139,2131.692485,2558.100389,426.44715300000007,10620
22,S3,7,5,Awake,63685,70728,63139,70182,2558.139638,2840.999393,282.9004909999999,7043
23,S3,2,1,Awake,51,33532,0,33481,2.101407051,1346.739614,1344.678210949,33481
23,S3,3,2,Awake,33532,61267,33481,61216,1346.813393,2460.540306,1113.766298,27735
23,S3,4,3,Drowsy,61267,69882,61216,69831,2460.579691,2806.509645,345.9708249999999,8615
23,S3,5,4,Awake,69882,96318,69831,96267,2806.550516,3868.059591,1061.5491040000002,26436
23,S3,6,5,Drowsy,96318,109449,96267,109398,3868.09962,4395.29048,527.2308639999997,13131
25,S3,2,1,Awake,83,25996,0,25913,2.151393652,1043.04008,1040.928692848,25913
25,S3,4,2,Awake,26260,30944,25913,30597,1053.761065,1241.810239,188.0891805,4684
25,S3,5,3,Awake,30944,39833,30597,39486,1241.962976,1598.870215,356.94728800000007,8889
25,S3,6,4,Drowsy,39833,55553,39486,55206,1598.910264,2230.250614,631.3796010000001,15720
25,S3,7,5,Awake,55553,62625,55206,62278,2230.289865,2514.280123,284.04007299999967,7072
25,S3,8,6,Drowsy,62625,70608,62278,70261,2514.329938,2834.920218,320.63028650000035,7983
