session,state,duration_s,n_windows,metric,value
19,Awake,60,34,Mean_NRMSE,0.5706599558491487
19,Drowsy,60,10,Mean_NRMSE,0.6306689497222546
21,Awake,60,25,Mean_NRMSE,0.7005008034797497
21,Drowsy,60,15,Mean_NRMSE,0.6978128399213323
22,Awake,60,29,Mean_NRMSE,0.6046340713684941
22,Drowsy,60,13,Mean_NRMSE,0.6907875120702804
23,Awake,60,49,Mean_NRMSE,0.6897133221406468
23,Drowsy,60,13,Mean_NRMSE,0.6943603275645931
25,Awake,60,27,Mean_NRMSE,0.5890536361793575
25,Drowsy,60,15,Mean_NRMSE,0.6541436439211925
1,Awake,120,11,Mean_NRMSE,0.579120559292176
1,Drowsy,120,1,Mean_NRMSE,0.5455213957390493
4,Awake,120,13,Mean_NRMSE,0.6810342823660244
4,Drowsy,120,7,Mean_NRMSE,0.6523286919484128
5,Awake,120,14,Mean_NRMSE,0.657763712255664
5,Drowsy,120,8,Mean_NRMSE,0.6979073676421401
6,Awake,120,14,Mean_NRMSE,0.6300125040982795
6,Drowsy,120,7,Mean_NRMSE,0.6490762142314845
7,Awake,120,17,Mean_NRMSE,0.6205637069826181
7,Drowsy,120,5,Mean_NRMSE,0.6717599359908558
8,Awake,120,17,Mean_NRMSE,0.6020039004644419
8,Drowsy,120,5,Mean_NRMSE,0.6389883678448213
9,Awake,120,19,Mean_NRMSE,0.621780712724702
9,Drowsy,120,10,Mean_NRMSE,0.6567722900455508
10,Awake,120,12,Mean_NRMSE,0.5771847694388056
10,Drowsy,120,4,Mean_NRMSE,0.631565174907316
11,Awake,120,9,Mean_NRMSE,0.6275862942951466
11,Drowsy,120,8,Mean_NRMSE,0.6526958058130423
12,Awake,120,8,Mean_NRMSE,0.5934985237157159
12,Drowsy,120,16,Mean_NRMSE,0.6226576867348846
13,Awake,120,11,Mean_NRMSE,0.6648790097829954
13,Drowsy,120,12,Mean_NRMSE,0.6555524502161187
14,Awake,120,16,Mean_NRMSE,0.6498204900994525
14,Drowsy,120,7,Mean_NRMSE,0.7271323799883902
15,Awake,120,12,Mean_NRMSE,0.6441720454594823
15,Drowsy,120,3,Mean_NRMSE,0.6672298138822562
17,Awake,120,14,Mean_NRMSE,0.6594531791655465
17,Drowsy,120,5,Mean_NRMSE,0.5989682305416678
18,Awake,120,8,Mean_NRMSE,0.5988123760727541
18,Drowsy,120,10,Mean_NRMSE,0.646677330785158
19,Awake,120,15,Mean_NRMSE,0.556257298065658
19,Drowsy,120,4,Mean_NRMSE,0.6133388275159889
21,Awake,120,12,Mean_NRMSE,0.6847297017797213
21,Drowsy,120,7,Mean_NRMSE,0.680787019421452
22,Awake,120,13,Mean_NRMSE,0.5865766944730927
22,Drowsy,120,6,Mean_NRMSE,0.666187700420776
23,Awake,120,22,Mean_NRMSE,0.6636933793733467
23,Drowsy,120,4,Mean_NRMSE,0.6838561340953936
25,Awake,120,12,Mean_NRMSE,0.575489140691356
25,Drowsy,120,7,Mean_NRMSE,0.6389058903754269
1,Awake,180,6,Mean_NRMSE,0.5834696846245111
1,Drowsy,180,1,Mean_NRMSE,0.5478757002759884
4,Awake,180,8,Mean_NRMSE,0.6722149092294469
4,Drowsy,180,5,Mean_NRMSE,0.641047140059664
5,Awake,180,9,Mean_NRMSE,0.6493834175351524
5,Drowsy,180,3,Mean_NRMSE,0.7128100777567767
6,Awake,180,8,Mean_NRMSE,0.6206818535489868
6,Drowsy,180,5,Mean_NRMSE,0.6481292251856745
7,Awake,180,11,Mean_NRMSE,0.6128517686301209
7,Drowsy,180,1,Mean_NRMSE,0.6701611364533786
8,Awake,180,9,Mean_NRMSE,0.5896934395255449
8,Drowsy,180,3,Mean_NRMSE,0.6314136831906125
9,Awake,180,11,Mean_NRMSE,0.6228042500352772
9,Drowsy,180,6,Mean_NRMSE,0.6488088157016162
10,Awake,180,7,Mean_NRMSE,0.5696008034178125
10,Drowsy,180,2,Mean_NRMSE,0.6375580656944161
11,Awake,180,5,Mean_NRMSE,0.6145820631046521
11,Drowsy,180,6,Mean_NRMSE,0.6387587673388075
12,Awake,180,5,Mean_NRMSE,0.5920824148755961
12,Drowsy,180,10,Mean_NRMSE,0.6245534314191161
13,Awake,180,7,Mean_NRMSE,0.6535662447216924
13,Drowsy,180,6,Mean_NRMSE,0.6485411630143196
14,Awake,180,9,Mean_NRMSE,0.6522771545801467
14,Drowsy,180,4,Mean_NRMSE,0.6839958430713436
15,Awake,180,7,Mean_NRMSE,0.6312440462875882
15,Drowsy,180,1,Mean_NRMSE,0.7027207312540155
17,Awake,180,9,Mean_NRMSE,0.6441338796733613
17,Drowsy,180,4,Mean_NRMSE,0.5960978034096258
18,Awake,180,5,Mean_NRMSE,0.5993007172449419
18,Drowsy,180,6,Mean_NRMSE,0.6499252631288049
19,Awake,180,9,Mean_NRMSE,0.5453567428607209
19,Drowsy,180,2,Mean_NRMSE,0.6245725810487401
21,Awake,180,7,Mean_NRMSE,0.6927225281786942
21,Drowsy,180,4,Mean_NRMSE,0.6793131550044285
22,Awake,180,8,Mean_NRMSE,0.5918958896662403
22,Drowsy,180,3,Mean_NRMSE,0.6294423163293423
23,Awake,180,15,Mean_NRMSE,0.659426333145457
23,Drowsy,180,1,Mean_NRMSE,0.6725433734581782
25,Awake,180,6,Mean_NRMSE,0.5883238383949908
25,Drowsy,180,4,Mean_NRMSE,0.6306674949303085
