session,window_id,state,vector_index,x_t,x_t_plus_tau,x_t_plus_2tau
sample_1,7,Awake,335,97.54272834303325,-69.00597574295102,-253.25765438868487
sample_1,7,Awake,336,85.33646176697351,-88.899103322978,-246.4754162068552
sample_1,7,Awake,337,66.41321842599513,-109.43660266666843,-195.86003487420265
sample_1,7,Awake,338,43.331406895898425,-130.5760332133232,-102.69573438061953
sample_1,7,Awake,339,18.68960738544205,-152.5244059545284,9.034271955548244
sample_1,7,Awake,340,-5.6312800448325415,-176.47815048308837,107.7165162857819
sample_1,7,Awake,341,-28.38841420631268,-203.92788271342388,173.22516249186003
sample_1,7,Awake,342,-49.23503376422802,-232.9126829451935,203.61476089411136
sample_1,7,Awake,343,-69.00597574295102,-253.25765438868487,209.72348666102727
sample_1,7,Awake,344,-88.899103322978,-246.4754162068552,205.51676109120928
sample_1,7,Awake,345,-109.43660266666843,-195.86003487420265,200.11054085236964
sample_1,7,Awake,346,-130.5760332133232,-102.69573438061953,194.8787868348488
sample_1,7,Awake,347,-152.5244059545284,9.034271955548244,186.68413108483475
sample_1,7,Awake,348,-176.47815048308837,107.7165162857819,174.06141135573645
sample_1,7,Awake,349,-203.92788271342388,173.22516249186003,160.11746507177656
sample_1,7,Awake,350,-232.9126829451935,203.61476089411136,149.63989234378238
sample_1,7,Awake,351,-253.25765438868487,209.72348666102727,144.51675161328714
sample_1,7,Awake,352,-246.4754162068552,205.51676109120928,142.24537274499693
sample_1,7,Awake,353,-195.86003487420265,200.11054085236964,137.9705468973402
sample_1,7,Awake,354,-102.69573438061953,194.8787868348488,127.7420556686995
sample_1,7,Awake,355,9.034271955548244,186.68413108483475,110.60811207248965
sample_1,7,Awake,356,107.7165162857819,174.06141135573645,88.37028693891064
