scope,group_value,threshold_pct,n_windows,n_failed,failure_rate_pct,median_min_fnn_pct,q25_min_fnn_pct,q75_min_fnn_pct,median_fnn_at_max_m,near_threshold_pct,moderate_pct,far_pct
session,sample_22.csv,4.0,144,1,0.6944444444444444,4.813559322033898,4.813559322033898,4.813559322033898,5.310344827586206,100.0,0.0,0.0
session,sample_23.csv,4.0,184,9,4.891304347826087,4.398625429553265,4.067415730337079,4.542372881355932,4.542372881355932,88.88888888888889,11.11111111111111,0.0
session,sample_25.csv,4.0,142,0,0.0,,,,,,,
session,sample_4.csv,4.0,158,6,3.7974683544303796,4.224443396153459,4.07773893945604,4.396551724137931,4.262771176785175,100.0,0.0,0.0
session,sample_5.csv,4.0,138,0,0.0,,,,,,,
session,sample_6.csv,4.0,163,3,1.8404907975460123,4.315068493150685,4.198350573105955,4.329948039678791,4.551724137931035,100.0,0.0,0.0
session,sample_7.csv,4.0,156,0,0.0,,,,,,,
session,sample_8.csv,4.0,161,0,0.0,,,,,,,
session,sample_9.csv,4.0,199,0,0.0,,,,,,,
session,sample_1.csv,5.0,80,0,0.0,,,,,,,
session,sample_10.csv,5.0,121,0,0.0,,,,,,,
session,sample_11.csv,5.0,129,0,0.0,,,,,,,
session,sample_12.csv,5.0,182,0,0.0,,,,,,,
session,sample_13.csv,5.0,162,0,0.0,,,,,,,
session,sample_14.csv,5.0,147,0,0.0,,,,,,,
session,sample_15.csv,5.0,106,0,0.0,,,,,,,
session,sample_17.csv,5.0,147,0,0.0,,,,,,,
session,sample_18.csv,5.0,138,0,0.0,,,,,,,
session,sample_19.csv,5.0,149,0,0.0,,,,,,,
session,sample_21.csv,5.0,136,0,0.0,,,,,,,
session,sample_22.csv,5.0,144,0,0.0,,,,,,,
session,sample_23.csv,5.0,184,1,0.5434782608695652,5.0344827586206895,5.0344827586206895,5.0344827586206895,5.0344827586206895,100.0,0.0,0.0
session,sample_25.csv,5.0,142,0,0.0,,,,,,,
session,sample_4.csv,5.0,158,0,0.0,,,,,,,
session,sample_5.csv,5.0,138,0,0.0,,,,,,,
session,sample_6.csv,5.0,163,0,0.0,,,,,,,
session,sample_7.csv,5.0,156,0,0.0,,,,,,,
session,sample_8.csv,5.0,161,0,0.0,,,,,,,
session,sample_9.csv,5.0,199,0,0.0,,,,,,,
