session,window_id,window_size_s,label,representation,threshold_pct,selected_m,m_found,min_fnn_percent,fnn_at_selected_m,valid_count_at_selected_m
sample_1.csv,12,60,Awake,Processed,5.0,4.0,True,0.1024590163934426,1.853099730458221,2968.0
sample_1.csv,12,120,Awake,Processed,1.0,5.0,True,0.0673854447439353,0.2348993288590604,5960.0
sample_1.csv,12,120,Awake,Processed,2.0,5.0,True,0.0673854447439353,0.2348993288590604,5960.0
sample_1.csv,12,120,Awake,Processed,3.0,4.0,True,0.0673854447439353,2.2955764075067027,5968.0
sample_1.csv,12,120,Awake,Processed,4.0,4.0,True,0.0673854447439353,2.2955764075067027,5968.0
sample_1.csv,12,120,Awake,Processed,5.0,4.0,True,0.0673854447439353,2.2955764075067027,5968.0
sample_1.csv,12,120,Awake,Raw,1.0,5.0,True,0.0,0.2016806722689075,5950.0
sample_1.csv,12,120,Awake,Raw,2.0,5.0,True,0.0,0.2016806722689075,5950.0
sample_1.csv,12,120,Awake,Raw,3.0,5.0,True,0.0,0.2016806722689075,5950.0
sample_1.csv,12,120,Awake,Raw,4.0,4.0,True,0.0,3.1543624161073827,5960.0
sample_1.csv,12,120,Awake,Raw,5.0,4.0,True,0.0,3.1543624161073827,5960.0
sample_1.csv,13,60,Awake,Processed,1.0,5.0,True,0.4087193460490463,0.6418918918918919,2960.0
sample_1.csv,13,60,Awake,Processed,2.0,5.0,True,0.4087193460490463,0.6418918918918919,2960.0
sample_1.csv,13,60,Awake,Processed,3.0,5.0,True,0.4087193460490463,0.6418918918918919,2960.0
sample_1.csv,13,60,Awake,Processed,4.0,4.0,True,0.4087193460490463,3.234501347708895,2968.0
sample_1.csv,13,60,Awake,Processed,5.0,4.0,True,0.4087193460490463,3.234501347708895,2968.0
sample_1.csv,13,120,Awake,Processed,1.0,5.0,True,0.0336927223719676,0.2684563758389262,5960.0
sample_1.csv,13,120,Awake,Processed,2.0,5.0,True,0.0336927223719676,0.2684563758389262,5960.0
sample_1.csv,13,120,Awake,Processed,3.0,4.0,True,0.0336927223719676,2.848525469168901,5968.0
sample_1.csv,13,120,Awake,Processed,4.0,4.0,True,0.0336927223719676,2.848525469168901,5968.0
sample_1.csv,13,120,Awake,Processed,5.0,4.0,True,0.0336927223719676,2.848525469168901,5968.0
sample_1.csv,14,60,Awake,Processed,1.0,5.0,True,0.3405994550408719,0.6081081081081081,2960.0
sample_1.csv,14,60,Awake,Processed,2.0,5.0,True,0.3405994550408719,0.6081081081081081,2960.0
sample_1.csv,14,60,Awake,Processed,3.0,4.0,True,0.3405994550408719,2.6954177897574128,2968.0
sample_1.csv,14,60,Awake,Processed,4.0,4.0,True,0.3405994550408719,2.6954177897574128,2968.0
sample_1.csv,14,60,Awake,Processed,5.0,4.0,True,0.3405994550408719,2.6954177897574128,2968.0
